x,y,z,score
0.6330887599183004,0.08346705017572931,0.7255543554613124,9
0.9868214802051282,0.40181682221254356,0.6785150052419683,3
0.31617713722134233,0.2135246620646961,0.7173241433110372,9
0.0023575647193538884,0.8227314105314157,0.5283459768597928,5
0.09778434180065931,0.11890389478474583,0.6492654248961536,9
0.8736538239003423,0.27998274332687256,0.9785151867733981,3
0.10018068906370903,0.8539381095973382,0.39669617733090445,5
0.08134541676823415,0.2747138434192621,0.4529781848179143,2
0.7923415311856522,0.8613599036372361,0.13342055420254906,7
0.5208655284141989,0.6507832381497373,0.3470530145996015,2
0.8718638357105861,0.27840981521636055,0.01857432754559518,3
0.0406632736752609,0.6809967701112433,0.5583557360970469,5
0.946502554169996,0.9384387997349186,0.9098511774051025,8
0.04200453196734122,0.7491348233908631,0.7013248175948597,5
0.6553618646747296,0.7123576525162417,0.9027101506193307,10
0.6401411997932241,0.372449262972256,0.5379287837318205,3
0.20784410369082473,0.5871255046951435,0.008897082049078797,2
0.15102317386398778,0.3334083880298664,0.7896231589257826,2
0.7184994227715396,0.3382559700266786,0.6205381083165517,3
0.041202949506209285,0.16386054567557595,0.9819140701253054,9
0.28953085363586695,0.39479198298829066,0.5484842965725134,2
0.29340700145733656,0.47806466915102097,0.2397060836386239,2
0.04825636228829444,0.17958684904155564,0.5230502317000981,2
0.07086288409434749,0.4031691464450935,0.3285207100154869,2
0.4147216089714424,0.09940033823870109,0.9086575543967805,9
0.4740046511372964,0.8408483326276716,0.976229457649057,10
0.34365159365776776,0.4790865191519861,0.6995952911506185,5
0.42653532354402823,0.30190311621935595,0.7347509912186152,9
0.8943997782145745,0.9196888444316101,0.6267420468068673,8
0.3755713463285453,0.9745605214796941,0.6388785175004733,5
0.06583467727730097,0.08466956912011114,0.749869571783086,9
0.06115615654596607,0.007851005331251826,0.39380795178170946,9
0.5190037287013293,0.44854428559655457,0.48861880442715255,2
0.5848887019932744,0.6793025673721249,0.4230380735074225,4
0.3683314563344259,0.9884590580992895,0.26091653544625626,4
0.7771001545085096,0.43122102463204415,0.35852038200953895,3
0.06385794894382868,0.8635789443020424,0.7020041497619371,5
0.9030107075409272,0.4516117926868677,0.6769209668166035,3
0.11891028655385572,0.3979536016023134,0.20723197341708288,2
0.04210142789066196,0.94796135125632,0.21589436846535714,5
0.1463544898080057,0.19797004355794223,0.37803196431429753,2
0.5463912623151137,0.15133436847289106,0.9886898889857565,9
0.9829892105452821,0.14840201708602985,0.4059068831679489,3
0.6799294831100022,0.8776565829010952,0.49540592491118873,4
0.9170466727598151,0.3224603148813061,0.4984408914907503,3
0.4986465918650089,0.6700681513152942,0.2019913087994536,2
0.6097706104167804,0.21877309687215574,0.340220315051032,9
0.9625664632546818,0.8990080380310076,0.8181183809177941,8
0.035468261876012264,0.14836688246192975,0.2568819120719038,2
0.7841665681891542,0.8423333270773672,0.5829481802462215,8
0.7181316517768294,0.8070553799750758,0.06635913103778524,7
0.08464313683307012,0.8688953140043785,0.03941582937802879,2
0.22509065367649606,0.04063202664590093,0.015285139969726802,9
0.8439546856924078,0.3305943672500803,0.1606900602627206,3
0.1488194902889095,0.656083661770337,0.9685982716927071,6
0.5049996926056783,0.9010904768840049,0.5024285989524275,4
0.5738724774915492,0.6785713567893591,0.805109989032137,10
0.7578463822613826,0.9905325627055622,0.7469653891501328,8
0.9057807233528663,0.20610483206558328,0.535416304328581,3
0.5986142636674691,0.8256966171603538,0.4822135630659161,4
0.7910402117090956,0.3885688901501142,0.5863884555814496,3
0.8513166074810679,0.7980594711041583,0.6569845518861341,8
0.00024069652516689466,0.18196892218621108,0.5068577868511277,2
0.2544593984833793,0.06562084327273077,0.8598834221214616,9
0.9429470213131631,0.3028048781490337,0.40807316738486077,3
0.8100375338172869,0.06225875887122312,0.6409848625624502,3
0.12732081293278708,0.2870883399952252,0.829940686628406,2
0.0555270458896614,0.035933833430188966,0.4178660447962945,9
0.49183095909626395,0.8633251831082008,0.7171887463451895,4
0.6735438085995347,0.15137377239978678,0.9867059242186832,3
0.41114019628748133,0.6117708643248599,0.38668300553323576,2
0.04703291581184044,0.4708892090480652,0.15136775389483625,2
0.03246546237394399,0.6174004236810055,0.6299662912183356,5
0.10529282465636491,0.5491437662317772,0.3466679766399683,2
0.3834140731648874,0.7764198986996783,0.49031967752424566,5
0.8812766154122413,0.6101197429062234,0.4671884150380703,1
0.6323126400553846,0.3378653798287524,0.12432379252825243,3
0.6825296186925238,0.622037442746657,0.7885664913738635,8
0.1271091249471088,0.9117833181295222,0.799341211421814,6
0.9168874080910093,0.8725347217734669,0.681006446357057,8
0.8102508494373589,0.5190073092314018,0.7854891493606652,3
0.18912746785718504,0.7821141063572942,0.44457960405634067,5
0.756616221297365,0.4554702368121878,0.7895587282777832,3
0.07533958521856021,0.04464090542441246,0.9342895823715677,9
0.4861651007487351,0.9010713996489047,0.9447832518820701,10
0.6665111524556335,0.5717968260934746,0.21597938410680917,1
0.09347621929900818,0.8193942150822732,0.8887720676319878,6
0.7793957106948857,0.6985024327316249,0.42011111607482077,1
0.3053115900269564,0.11344489563770899,0.425970248072163,9
0.5660129742477574,0.9228805831375125,0.9357547693309531,10
0.41564119654091314,0.0992109880980957,0.7738187324714434,9
0.7342793416571158,0.03070084595190614,0.4467185991338365,9
0.6864181042985581,0.030134234552269934,0.9192823534016137,3
0.9622424865104192,0.72254277208884,0.0785385396518038,7
0.07032946587635569,0.3592533148212369,0.029377507756986443,2
0.3478777272843395,0.009964241312966027,0.9743235128409679,9
0.8190066990688627,0.07051761147818736,0.8934350918478603,3
0.20797804000401565,0.20479079826934998,0.6737591455288341,9
0.9382622681625481,0.12318812122923739,0.007184567252270457,3
0.3691301471700257,0.024650014436155776,0.6048482375805311,9
0.8591756086192088,0.1869917024228578,0.11239103583018406,3
0.34444960733861085,0.9591715206073138,0.13015769442868408,4
0.9665192604669938,0.36223986994484925,0.47337040276011155,3
0.29263198596497353,0.9371268442154698,0.9581478949874975,6
0.6359157065077434,0.18404555017515556,0.9929517886102871,3
0.10258043954691198,0.5808493815940804,0.15640306008300875,2
0.8976753141502056,0.9456783914956152,0.8043902980001079,8
0.3158914186681244,0.2428386899579852,0.7548584132190378,9
0.291059519145354,0.4197853778540753,0.04625567690264132,2
0.13223381043380655,0.020549620641776678,0.0779211200935358,9
0.07321114936486084,0.42023170217414685,0.5507771776374378,2
0.740878819870922,0.14228347384241602,0.4221887461694188,3
0.6369660374117204,0.08455569481893255,0.44481115514620384,9
0.3692560392397978,0.9489319289416618,0.05785711390101722,4
0.40862622118314806,0.41722547979620506,0.728180504599678,2
0.3206710028745039,0.20399027594623398,0.2933116551663051,9
0.4708875424493587,0.9502683295716211,0.7965170227633064,10
0.2769702457797433,0.5581815883930463,0.6882003035685332,5
0.7956571556821322,0.4461643839498476,0.398776905129706,3
0.7676407428212785,0.43171649556411207,0.2479576688970051,3
0.4534470315306477,0.9371046462904561,0.14256748821860132,4
0.4624353545272121,0.6373035243637815,0.48328798826810027,2
0.20363990437036994,0.0018431606156659175,0.698991711803439,9
0.6187355180234525,0.007776649435864202,0.2985601210181208,9
0.7686342595428415,0.6289203785446209,0.5452081159439722,1
0.1562211098090489,0.7062940429996885,0.4714349217158037,5
0.6781787462359636,0.7600898367234922,0.23236272144124515,7
0.7619950130977117,0.28008838468838926,0.9840151371182455,3
0.12083161078451865,0.8837180187440564,0.040547125043371324,2
0.256575818348144,0.5261019087624684,0.5816161834445946,2
0.3962349850280922,0.10203172822707107,0.2526080858247133,9
0.28339650386048865,0.7552228545587315,0.9087743252220071,6
0.5954099154864194,0.03545096569102746,0.7922364716417103,9
0.30560393283991993,0.33989040641624346,0.5301854376454147,2
0.24904704757555507,0.9199780878573697,0.1635547583408129,2
0.41483040050373277,0.2896919495072058,0.5198341022016146,9
0.5739818030823766,0.6271396891048426,0.5313758038379728,4
0.4108045023355995,0.634594012376466,0.40341287658681757,2
0.7785502590540477,0.7881774252549901,0.29225416811082217,7
0.37180432355577453,0.6288109059468862,0.15706996711565713,2
0.6970319309869248,0.3814277529807131,0.591062474757007,3
0.1395330992312218,0.6682583860975598,0.3540578606136997,2
0.4726655762072315,0.4151074008495357,0.47671524799509457,2
0.6946956329164442,0.31824017683207795,0.6520544808985483,3
0.060222107499701916,0.3001851524622099,0.7452096901500458,2
0.05240587806206365,0.6211421952822352,0.025546799267838538,2
0.4715288683099005,0.8885450437134765,0.010110093997603875,7
0.5268280206539229,0.06645682965886301,0.8671097761494883,9
0.6862965222396646,0.7419538566814291,0.669007579945888,8
0.006423453698145676,0.041177862257898545,0.6208768040220466,9
0.9996851255769114,0.8731472390917929,0.699685806725371,8
0.7270999543422898,0.2266870226016624,0.751613934135812,3
0.28792410486343756,0.10546026702239297,0.4608948954667579,9
0.33019577252961807,0.168255398651179,0.42170989251140467,9
0.8972009769638755,0.4352702732981688,0.4472918952497248,3
0.708827757444238,0.5241618701522923,0.12922303534199353,1
0.91039239754397,0.4441243361619651,0.7893377392253591,3
0.38887513002224416,0.806846018820692,0.3895364160074527,4
0.2201595216660458,0.19619466691666865,0.9400346443375104,9
0.58653025858102,0.04979326505826487,0.38834759617804915,9
0.234029260524927,0.08465706460929934,0.18675586852140846,9
0.05699047999950346,0.6380736282281027,0.17337386483746886,2
0.6107798762435255,0.6125067478912297,0.7049237107399368,8
0.5121186506114312,0.28442399033479826,0.8774574539285279,9
0.35307108172351365,0.4582943249787391,0.6318794317305464,2
0.5161242981674495,0.9564683485665337,0.9547176774381221,10
0.9297598506094263,0.9340763496652581,0.580960135568696,8
0.49020206373000297,0.7041168173823689,0.21541959298546798,2
0.26587203921552827,0.04380725363309168,0.16285754255803098,9
0.0038745499388105342,0.6546275765234981,0.14040698903568194,2
0.7866793455760521,0.680503995881725,0.9706757933544957,10
0.3965144869518913,0.9213919134510528,0.4537041723195332,4
0.3395037398362071,0.10233886991705377,0.8828321850718597,9
0.7947901585625868,0.3229289765350606,0.45574438492562896,3
0.32514346581324827,0.028829116538094723,0.04435252539911694,9
0.3687041258820589,0.20959132812878367,0.5245146032105923,9
0.1877850356496189,0.2016215864664097,0.6726678813176303,9
0.7356026567617159,0.31223209587410494,0.8599943994333726,3
0.2546391746557106,0.34394037628155716,0.712480390369609,2
0.04450290132920964,0.934183460116191,0.07233773178762537,2
0.4609310589380602,0.7246048259600892,0.04746853498479808,2
0.8090026856371774,0.9788933433114139,0.460511672795628,7
0.11812363628756806,0.08147699565547994,0.09873043616313526,9
0.7654413741364753,0.4140128484685186,0.9192341581990311,3
0.4406397760864845,0.07714331014460807,0.42693558751800065,9
0.7548278934255565,0.8293384268467949,0.039351686529191854,7
0.1803893912563338,0.490013452023644,0.12808547795160863,2
0.8710926419421733,0.9344608884461488,0.3195969983538176,7
0.43484368255202,0.5570540644200566,0.2855057910835891,2
0.5410756974595614,0.2011850454737838,0.2966412512769129,9
0.44178363318767744,0.604669902191143,0.5361650260862432,5
0.2609879767339395,0.23178787541805523,0.11873023670071103,2
0.7834936358921726,0.09890076646638046,0.7328850061793606,3
0.2487736956630997,0.28455698400578255,0.7360834330107994,2
0.6596207917216363,0.7419215555155583,0.5152830587943614,4
0.8590958196652707,0.12179389137547159,0.6451969614065052,3
0.11824431248865597,0.7372833681454282,0.3589046614584527,2
0.67488210437111,0.7034839134412817,0.6606084576410584,8
0.22155798032782648,0.8317998863873537,0.24013608742346748,2
0.5181532972121122,0.6746457541533513,0.23360317478475656,2
0.628511722983939,0.2868310479973286,0.1713823760843869,3
0.809748828526577,0.5531227700773604,0.32788470660885605,1
0.5854309472055399,0.025286397427288332,0.12982285676032723,9
0.3955808516982431,0.9757565794644123,0.5104745178761232,4
0.07645620506689521,0.7650406152494567,0.7814438709253152,5
0.7748021743948562,0.5694980380479538,0.6956987378694627,8
0.21345793631163135,0.7325605908939883,0.8161739873415944,5
0.7599665402219192,0.353462402585887,0.5910280505757086,3
0.6289893574898388,0.9008098536570839,0.1080138952733335,7
0.8339337708504084,0.5264355584690392,0.3586141205519373,1
0.4556029014937524,0.012635498930738787,0.22007359233142765,9
0.6527634200680049,0.660849279754449,0.4946989402863131,1
0.9533258805973196,0.4809150885494712,0.3139436595456605,3
0.8477808391956414,0.259158299397262,0.6043059930343495,3
0.7034188523223,0.8216962986917842,0.7853687501827489,8
0.3840923305137113,0.059180305962736934,0.03828786548344276,9
0.7264603879084595,0.9616913814068508,0.3431653742712939,7
0.44119509807551416,0.7257980157417766,0.6578312458538799,5
0.26010658848413604,0.6715848457987025,0.3049024195743838,2
0.3563579065620385,0.5395133052630944,0.7323138239267305,5
0.15121621156796483,0.021987210892938758,0.6278299544850219,9
0.024564677785836264,0.04496324071616853,0.22577557672213355,9
0.6538768733044555,0.06654509768602879,0.06240576762652772,9
0.9720932443736168,0.4226528937805498,0.8924289339928592,3
0.21652428395276402,0.4352131794546169,0.35803513461315506,2
0.17693553603496914,0.32881318575191665,0.9867958186960467,5
0.7473090097951195,0.3826682791831585,0.40928443439993156,3
0.2637409011550663,0.531336678598825,0.7356369121419466,5
0.686646615750601,0.46264983534131954,0.041939046716157,3
0.9215078064992686,0.4089338030960661,0.3902988670119316,3
0.0031101144891549914,0.13822721408191307,0.8688534175006787,9
0.513934596181303,0.7324348442226767,0.14816788643335854,7
0.33005100665524945,0.8401365565378639,0.8206585211774247,6
0.2467942680862406,0.021975308333072263,0.8064669735456029,9
0.16884400503942165,0.7876813921208954,0.6836592298851071,5
0.1683147603108942,0.0784886436699127,0.9276494299222889,9
0.5978783972833935,0.620510173056511,0.4575118028380537,1
0.15007097732228858,0.6019699129465877,0.2524728800375037,2
0.8058946560175415,0.732718954805416,0.027267185045511733,7
0.9324230096450348,0.03631604832667812,0.0896193188307074,3
0.2927345609042453,0.1508090604701401,0.2361450829166024,9
0.3558094886115547,0.7354997154547138,0.4047113607648444,5
0.2698397547254259,0.4923131536276696,0.39259324978876053,2
0.310764197486207,0.900541657866744,0.5504484509596044,5
0.9773275109747672,0.7729124093934382,0.570499297619577,1
0.26244658927686404,0.6868436562888387,0.45591771896977173,5
0.7213877150417534,0.40377880891106155,0.49600503631794757,3
0.02068376744575562,0.739958502320053,0.03427354435563068,2
0.6807253858476396,0.5820036955379622,0.7759176114881267,8
0.28977759923741564,0.6861108151233298,0.20709797563103816,2
0.5292720013578311,0.34028037925118015,0.9784545513570129,3
0.9718665573793185,0.20896973547336006,0.5660382358858294,3
0.3294426858782725,0.9685381870202809,0.9245259481865659,6
0.5861458530564896,0.7200844551084937,0.6813247567090696,8
0.353355632443361,0.91636156937516,0.899453536816357,6
0.33065846447807934,0.7473949106043586,0.009092126674448586,2
0.8163591105584419,0.5648693453979996,0.9523067127509502,10
0.3631930745481745,0.6257130749033707,0.3230024315033787,2
0.7827853814039997,0.6007029967830003,0.9874710229786893,10
0.0010127930964535237,0.14075874215813544,0.043601382090813434,2
0.1258478488128345,0.9293852970698306,0.9486082995058949,6
0.4804125346981437,0.9466893945947962,0.818387610188399,10
0.7786177341461099,0.747281950803196,0.18765458516959888,7
0.5488772611027803,0.4238792306088448,0.949788047597888,10
0.17383353806681645,0.16985884355967462,0.6588617536380149,9
0.15740178957348283,0.11005367295186075,0.5039231973300066,9
0.796660971220008,0.6050456716470326,0.7547539728480395,8
0.2657585316255522,0.28496283302929337,0.42870364173152453,2
0.990847884265713,0.7179182565245089,0.9462539572878983,8
0.537870455736408,0.5545598515713968,0.9900903354753839,10
0.18998827565888077,0.7825904371715813,0.7915138240285756,5
0.8447416276181308,0.7500527092169327,0.15533301818854706,7
0.661127632121674,0.9237031845862264,0.5632851524959844,4
0.3609415103802872,0.9495201486078587,0.5615986504586717,5
0.41163639453549183,0.6141334980612769,0.8041250166314531,5
0.22830209061365048,0.01569204302297844,0.5290948970731422,9
0.9413574200758085,0.6802579626031922,0.6309080001300065,1
0.6278151474899732,0.4969897122617175,0.7309192697350546,3
0.2491944400337247,0.891754263952968,0.2744726552452267,5
0.9449450132107339,0.9264967100320902,0.07792452404752792,7
0.44817970124433604,0.7440362849370825,0.44965407150807035,4
0.5088990248364155,0.8068239376717178,0.7049921609492721,4
0.9580042227229432,0.16448599428307875,0.9235592861863212,3
0.9279862525071727,0.6347489386405218,0.9403908272970672,8
0.25268558738542024,0.8817872834036474,0.7734792929601902,5
0.6096889997106941,0.09062924464806255,0.030134353730962182,9
0.01096949549411852,0.2505580574481764,0.7623524099431817,2
0.3866250323922331,0.7754467251552132,0.6256424909314248,5
0.3892618991218443,0.8801466287862422,0.03841723935819574,7
0.465312990207844,0.8298523393928158,0.12681348297309336,7
0.7104875615116192,0.32811584191028165,0.02430127857694553,3
0.4737249308893109,0.521692738945335,0.04158625067384558,2
0.5659193535517807,0.34743383795783944,0.004493207256296983,9
0.19077338067656535,0.11081067227867492,0.5406219547324049,9
0.043120163042338455,0.9281325700980793,0.8450619723983726,6
0.9452976437314561,0.31480103278643345,0.9052673885618943,3
0.984312422520035,0.7647314342526466,0.2750826135755835,1
0.6708893041471536,0.5956631537339799,0.40420330216444333,1
0.3060978540144266,0.059848190567730275,0.12538247475645914,9
0.13395615600511968,0.48089286465431025,0.6418933847268948,2
0.7640684524444807,0.046713759972221824,0.8237598726124178,3
0.04347122329095843,0.5549468300580123,0.7441478498080107,5
0.631221371794228,0.949678675683002,0.3446983531128357,4
0.5858833552375392,0.08279906273431636,0.5597965879322987,9
0.8132988010762888,0.20160451382548072,0.26096450036718066,3
0.7004056402196938,0.25388196693606324,0.25924547402140496,3
0.9355152879393015,0.9985430308431146,0.15519843069219807,7
0.9001623872580004,0.552726485973739,0.038601142410517486,1
0.5855027152371853,0.641549650670755,0.0337956987021093,7
0.7576919221586004,0.817800141474185,0.07164324218695617,7
0.6483999400661788,0.4565474809027662,0.2387212873419211,3
0.4586703816224843,0.15938970975228217,0.33366590673229635,9
0.6552072997009475,0.4764855561518734,0.5559200946775417,3
0.5434427938045303,0.8205942401116392,0.3433827981536126,4
0.8129620907818157,0.07998708713040747,0.4277330458726053,3
0.352320116536872,0.451580638705249,0.8335098205362665,5
0.5123994004879511,0.9872466462948367,0.8614607202751068,10
0.11884674531302208,0.3168915355616677,0.022725501526886682,2
0.7337534213446073,0.019200804366837798,0.8859385148247924,3
0.19334286484226215,0.4138362902804684,0.06203930600614804,2
0.3112548872587563,0.3895149894928328,0.052230973545080106,2
0.7675506531778632,0.7113497195255859,0.35788362412452357,1
0.835192553154071,0.07742180234362261,0.05400640100767218,3
0.35498029443727297,0.9018413321683949,0.7564677019106462,5
0.6723176785539303,0.5627357352457344,0.80376553873448,8
0.41222669318814775,0.030688579780824843,0.8024042864453003,9
0.1904934342897321,0.3876588498360868,0.3576093472265096,2
0.12336562593420342,0.3507843689720118,0.17708687785091481,2
0.6160138300848896,0.6534343577697814,0.013646552881622753,7
0.45647585236099164,0.5540526564867162,0.8716629944357835,5
0.49603131023446156,0.08045043690485232,0.051723879096013836,9
0.8621090829516437,0.7907294093349121,0.8584479311516113,8
0.262242667584096,0.6479973607947307,0.09571804729550981,2
0.8265731117136212,0.33361293642632384,0.9551472373193942,3
0.4713825655590471,0.0330676969459045,0.909055877600589,9
0.6255321488137767,0.2870812860118641,0.03680389375035842,9
0.37668639673062454,0.15686055976460878,0.5482803113458813,9
0.14688367516218315,0.1746142788181122,0.920869485728258,9
0.6401200345146435,0.24258141177262083,0.8788962806324696,3
0.6247158298512584,0.9455993400800832,0.4829167944087076,4
0.8879008339780402,0.678443807349386,0.04416855593342761,7
0.24029049005859915,0.2815764049334011,0.17001668338644926,2
0.23818695062460127,0.22604014846400422,0.8783437492009086,9
0.4628987935430291,0.8765118313236592,0.1379978834577653,4
0.5649184865561083,0.013467678145623552,0.9303014098379871,9
0.005637114397734955,0.3899076485519639,0.8015859586891702,2
0.9998815592294843,0.019509740361318695,0.8240854838738103,3
0.510087959495908,0.038182020539084705,0.7771192709025531,9
0.11190241257102229,0.6114741872824333,0.7783252161231047,5
0.6735909267280185,0.3798743247069636,0.026441636821160075,3
0.43626396781238774,0.9136944836857255,0.33292336546782575,4
0.24795871915323087,0.13783083382268813,0.5102524550010475,9
0.5333482727437294,0.07304824240354912,0.40775848601839615,9
0.6586814548864428,0.9660506851714608,0.43154112171906467,4
0.4360353368941353,0.47113397256850664,0.2250334912265638,2
0.3948376420144343,0.6452647259919572,0.39705920905186254,2
0.5813757484333044,0.8355822879997544,0.997967573075557,10
0.8850396836294676,0.3717966269131009,0.02172713431740758,3
0.6116045995026433,0.4745507082101075,0.23701711204858011,3
0.040304099105049285,0.3215702389727013,0.7980713128356309,2
0.9641190068878396,0.10666013907247773,0.8776394117814497,3
0.04871767121707815,0.7134758188756509,0.026795713363172546,2
0.4210496822819296,0.8702308384812625,0.39310814762828206,4
0.9245643176497426,0.7131951411119577,0.6041842807977467,1
0.16137904800183167,0.34049578364460964,0.4110961642787554,2
0.5902048641324954,0.9960381602092927,0.2837097478049315,4
0.5035628908314976,0.9334479076287334,0.3454207937620084,4
0.6286047872723735,0.7661315386941904,0.6302697250151431,8
0.7534306798421236,0.19569300023569658,0.9573376868488813,3
0.17689780684900636,0.583681176041597,0.2960426090666165,2
0.6344230252613314,0.2911104153948655,0.4312133568145403,3
0.6822225482057551,0.2690687505540429,0.7278758824480682,3
0.346877672777792,0.1321560972206215,0.613128716923026,9
0.1657580288590924,0.4305774463467016,0.398397411879296,2
0.07616884739618512,0.7107698374020727,0.6808235651092605,5
0.7777950050341181,0.5449131408796454,0.5539167757205721,3
0.1692330029082909,0.2074638989900912,0.22824949048252774,2
0.5253035287227936,0.8189825824874795,0.3569741167117525,4
0.881871988053252,0.7358782685401997,0.7164471432061884,8
0.335172129304652,0.11847749205352176,0.962790481106405,9
0.8546106356240183,0.4088679907725796,0.863218190236155,3
0.8992171150320745,0.34247362336498666,0.5015614924470504,3
0.331789840259637,0.6951575140996313,0.9121673135171753,6
0.9845441038891614,0.743779074814013,0.30524235393506627,1
0.8804932900877588,0.9926196290445818,0.3465261637439211,7
0.9487123524492477,0.5115464054506906,0.9646354422725825,10
0.9958559900991514,0.8129420958288965,0.683437049189351,8
0.15401446929310414,0.004917283233195846,0.595470850423361,9
0.7044599054830536,0.9355380451790102,0.5171199001879537,4
0.6968466027027539,0.6473559714710018,0.2049201249762317,1
0.6443000927800802,0.9817212113250201,0.11118495663016492,7
0.6885432431989881,0.6143051174926554,0.3758547237916068,1
0.7933477538527628,0.01048585858492923,0.8924116221231707,3
0.8173639530127002,0.4807048314687138,0.10813915488104964,3
0.45262855566363425,0.584252899115387,0.25388347854124227,2
0.48653146484559573,0.7757287638538752,0.9227317956018974,10
0.5616450276347316,0.8272417850395823,0.07793321296960098,7
0.8563680463134653,0.9208145654644209,0.16800137628452116,7
0.8274873617530726,0.8495661703259881,0.8786588683257629,8
0.5171395198173923,0.6082542438853435,0.20808324544269907,2
0.7081315493857046,0.4050173034081427,0.021169085707055446,3
0.13426711350425513,0.3882180316100641,0.885179806060811,5
0.5649422932688362,0.916257034056247,0.9294838443573096,10
0.08679499211949981,0.5882154137282689,0.33452803815227405,2
0.5067951222763686,0.4555248024993094,0.4799432726204613,2
0.10180580816188334,0.8331600837968306,0.49027996175581356,5
0.6449875562942834,0.4726787527300935,0.18101837657221131,3
0.5410005849921866,0.15953973906080132,0.8521792561475834,9
0.8316040256381448,0.14363877815694315,0.06884395303143254,3
0.06849191694044987,0.39324402485877463,0.9530414373426318,5
0.5561404160577164,0.2655265739730889,0.22964882712417878,9
0.11087319475929203,0.14107121049957605,0.811863266633069,9
0.1386334647121824,0.8640615571790076,0.8229980741854441,6
0.1368088020868221,0.5587247699387591,0.007055267937954968,2
0.8620361343350499,0.5582771204396142,0.7553403943905439,8
0.49034532691625843,0.6904219992983678,0.9312391241860541,10
0.5595458101278583,0.874705476910058,0.3430454423471212,4
0.097532545668922,0.0051446426040608895,0.22665027899847212,9
0.8385868369358646,0.3114954626147214,0.2246161476446097,3
0.4956304233883704,0.9469041224934578,0.5089784482606999,4
0.3408716625844388,0.07750179100607058,0.5736669333449989,9
0.2262569795471856,0.36749912771263804,0.3811623667235057,2
0.758184337209737,0.2316288447968865,0.9358922257968159,3
0.7423880679625546,0.4811195407808191,0.8804744912800886,3
