1516,677
1433,620
1381,572
1336,535
1333,532
1351,546
1436,612
1512,666
1586,727
1665,785
1687,805
1638,777
1553,722
1482,668
1388,607
1338,573
1331,560
1385,601
1441,655
1478,688
1481,690
1473,683
1417,630
1370,580
1351,560
1377,578
1417,612
1447,640
1452,643
1450,642
1420,621
1373,588
1350,575
1347,573
1348,577
1381,600
1446,650
1526,710
1603,765
1642,792
1666,808
1673,813
1662,807
1613,773
1548,727
1495,681
1467,660
1467,658
1487,672
1556,718
1608,761
1656,800
1668,812
1651,792
1581,740
1518,690
1483,658
1476,653
1477,653
1511,675
1578,720
1655,777
1602,740
1563,716
1535,700
1522,690
1520,688
1526,698
1557,743
1623,803
1696,862
1752,905
1788,937
1802,950
1801,950
1783,935
1726,878
1662,818
1610,775
1583,753
1580,751
1587,760
1625,801
1680,857
1731,907
1773,953
1816,992
1848,1032
1877,1065
1882,1068
1881,1068
1863,1047
1816,991
1751,921
1682,860
1621,800
1590,773
1580,765
1591,777
1655,837
1723,910
1787,983
1822,1015
1837,1027
1841,1031
1833,1026
1781,966
1702,887
1643,827
1608,793
1598,787
1622,803
1710,865
1775,930
1832,995
1850,1010
1851,1011
1846,1007
1813,980
1753,923
1678,860
1650,831
1641,823
1643,825
1673,850
1735,902
1797,960
1875,1037
1891,1053
1897,1060
1898,1061
1862,1021
1811,952
1753,892
1708,846
1680,821
1660,810
1658,810
1660,811
1676,830
1717,866
1768,912
1797,948
1798,950
1767,918
1701,857
1626,801
1521,727
1485,698
1380,618
985,350
911,308
773,247
597,183
531,163
487,137
451,111
435,103
433,102
436,101
476,118
508,135
532,148
557,156
566,157
570,160
555,155
477,115
416,91
327,58
237,38
188,33
136,25
72,22
46,22
25,20
21,20
27,21
82,40
127,51
210,71
251,82
261,85
230,73
138,46
98,40
86,38
75,36
98,43
193,66
245,78
258,83
258,85
223,68
161,50
93,36
48,35
37,35
23,32
18,31
20,30
60,36
160,50
276,73
365,98
380,103
372,98
323,77
237,50
176,36
141,28
135,27
145,32
232,61
361,93
457,126
555,151
611,170
623,175
580,156
503,125
418,100
381,90
422,107
531,141
640,181
723,212
781,235
805,247
806,248
790,238
728,207
667,181
620,165
613,163
625,171
681,198
761,237
836,272
863,290
870,292
866,291
832,273
780,243
756,231
753,231
766,236
787,243
778,238
733,213
728,211
758,230
780,237
765,228
747,221
800,245
848,263
828,253
756,225
750,223
787,250
903,303
958,308
917,287
912,285
947,318
933,323
918,315
916,313
931,325
981,355
951,342
913,318
907,315
910,317
977,358
1312,565
1321,570
1300,565
1365,612
1398,643
1427,671
1435,678
1433,677
1395,641
1326,577
1323,570
1378,610
1387,617
1385,616
1360,602
1333,583
1328,581
1343,591
1351,595
1341,588
1317,572
1322,575
1361,597
1376,608
1420,641
1447,658
1461,671
1467,677
1461,673
1432,652
1392,613
1358,586
1357,585
1371,597
1411,631
1451,663
1473,685
1488,698
1492,702
1486,700
1448,667
1401,626
1367,601
1358,592
1392,610
1455,652
1508,690
1545,722
1562,740
1585,760
1588,765
1582,757
1533,712
1491,676
1467,650
1466,648
1487,666
1528,700
1557,725
1560,727
1555,723
1525,702
1490,681
1486,678
1497,687
1528,712
1548,730
1551,731
1538,725
1493,698
1476,688
1497,701
1530,725
1542,733
1541,732
1513,711
1503,705
1513,710
1518,713
1490,688
1498,696
1528,728
1577,775
1603,806
1606,807
1597,800
1557,760
1535,733
1531,730
1543,745
1565,766
1577,777
1560,757
1551,747
1553,750
1596,781
1638,821
1653,833
1662,842
1663,845
1650,838
1588,793
1593,796
1621,815
1646,835
1657,847
1658,847
1647,838
1627,817
1622,813
1633,821
1665,852
1693,880
1713,898
1721,905
1705,887
1697,877
1717,891
1748,920
1780,950
1786,956
1783,955
1758,931
1740,911
1741,912
1766,930
1793,958
1835,1001
1862,1028
1865,1030
1837,998
1797,946
1773,916
1755,890
1741,875
1732,863
1720,850
1731,860
1772,905
1820,955
1852,995
1875,1021
1891,1042
1893,1046
1833,1011
1788,976
1745,932
1715,905
1715,907
1752,953
1798,1008
1836,1048
1858,1073
1860,1073
1828,1031
1768,953
1757,936
1756,935
1787,966
1825,1003
1857,1032
1862,1038
1858,1035
1803,976
1720,898
